Datum/Zeit;timestamp_text;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];CPC [1/cm3];EC [ug/m3];PREC [mm];RAD [W/m2];SO2 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C]
2018-10-22T22:00:00+00:00;22.10.2018 23:00;26.5;26.8;17.2;10.6;11357.4;0.8;0.0;0.0;1.1;27.1;6.9
2018-10-23T02:00:00+00:00;23.10.2018 03:00;12.7;24.7;20.3;15.0;7144.1;0.6;0.0;0.0;0.6;25.2;5.4
2018-10-23T05:00:00+00:00;23.10.2018 06:00;4.1;35.4;18.5;13.6;9303.0;0.7;0.0;0.0;0.9;40.4;5.8
2018-10-23T09:00:00+00:00;23.10.2018 10:00;12.4;41.2;34.4;21.1;17185.2;1.1;0.0;317.7;2.9;100.2;7.8
2018-10-23T10:00:00+00:00;23.10.2018 11:00;17.0;36.2;33.9;22.6;11137.0;1.0;0.0;315.2;1.9;75.1;9.8
2018-10-23T12:00:00+00:00;23.10.2018 13:00;46.3;16.7;29.0;21.7;6269.7;0.6;0.0;336.8;1.2;21.2;12.6
2018-10-23T17:00:00+00:00;23.10.2018 18:00;63.8;14.2;12.6;4.7;7044.3;0.3;0.0;4.3;0.5;14.3;14.1
2018-10-24T02:00:00+00:00;24.10.2018 03:00;54.5;9.1;12.3;5.7;4389.2;0.3;0.0;0.0;0.7;9.2;8.8
2018-10-24T03:00:00+00:00;24.10.2018 04:00;50.9;9.9;12.1;5.6;4261.3;0.3;0.0;0.0;0.7;10.1;9.2
2018-10-24T04:00:00+00:00;24.10.2018 05:00;52.4;11.3;13.6;5.9;5307.7;0.3;0.0;0.0;0.9;11.4;10.7
2018-10-24T08:00:00+00:00;24.10.2018 09:00;53.0;12.0;16.9;6.6;5927.3;0.3;0.0;97.5;0.9;13.5;11.3
2018-10-24T09:00:00+00:00;24.10.2018 10:00;49.5;18.1;18.3;7.1;8131.4;0.4;0.0;146.7;1.0;20.6;12.5
2018-10-24T10:00:00+00:00;24.10.2018 11:00;57.0;10.3;18.3;7.2;5815.2;0.3;0.0;139.5;1.0;11.4;12.8
2018-10-24T17:00:00+00:00;24.10.2018 18:00;51.2;13.2;13.9;5.9;7326.8;0.4;0.0;3.3;0.4;13.5;14.2
2020-09-25T06:00:00+00:00;25.09.2020 07:00;71.5;3.7;2.3;1.2;2973.3;0.0;0.0;4.3;0.2;3.9;10.0
2020-09-25T09:00:00+00:00;25.09.2020 10:00;65.2;2.5;4.1;2.0;3338.8;0.0;0.0;229.3;0.2;3.3;11.8
2020-09-25T13:00:00+00:00;25.09.2020 14:00;62.7;2.7;2.9;1.7;3902.5;0.1;0.0;285.7;0.3;3.9;12.0
2020-09-25T15:00:00+00:00;25.09.2020 16:00;66.1;1.8;2.1;1.2;4952.7;0.0;0.0;150.2;0.2;2.2;11.5
2020-09-25T20:00:00+00:00;25.09.2020 21:00;68.4;2.2;1.8;1.3;3581.8;0.1;0.0;0.0;0.2;2.5;8.6
2020-09-25T21:00:00+00:00;25.09.2020 22:00;64.9;2.2;1.7;1.2;2837.8;0.1;0.0;0.0;0.2;2.4;8.6
2020-09-25T22:00:00+00:00;25.09.2020 23:00;59.3;2.4;2.4;2.0;1918.3;0.1;0.1;0.0;0.2;2.5;8.7
2020-09-26T17:00:00+00:00;26.09.2020 18:00;54.3;2.9;3.4;2.7;3554.3;0.1;0.9;5.5;0.3;3.1;8.0
2020-09-26T18:00:00+00:00;26.09.2020 19:00;54.9;2.7;3.4;2.8;4165.6;0.1;0.5;0.0;0.3;3.0;7.7
2020-09-27T08:00:00+00:00;27.09.2020 09:00;54.8;2.2;2.1;1.6;2499.1;0.1;0.0;116.8;0.4;2.5;10.0
2020-09-27T09:00:00+00:00;27.09.2020 10:00;53.9;2.0;1.3;0.8;2041.5;0.0;0.3;104.7;0.3;2.6;9.7
2020-09-27T12:00:00+00:00;27.09.2020 13:00;51.7;1.5;0.6;0.4;1695.2;0.0;0.0;280.0;0.3;2.0;11.6
2020-09-28T01:00:00+00:00;28.09.2020 02:00;16.0;12.9;4.9;3.3;8057.2;0.2;0.0;0.0;2.0;13.2;7.8
2020-09-28T02:00:00+00:00;28.09.2020 03:00;16.0;11.3;3.9;2.9;5846.8;0.2;0.0;0.0;0.8;11.7;7.3
2020-09-28T13:00:00+00:00;28.09.2020 14:00;48.2;2.7;1.4;0.8;2408.1;0.1;0.0;315.7;0.4;3.8;14.7
2020-09-28T14:00:00+00:00;28.09.2020 15:00;46.0;3.7;2.7;1.3;3512.5;0.1;0.0;148.8;0.4;4.5;14.6
2020-09-28T20:00:00+00:00;28.09.2020 21:00;48.4;3.1;4.0;3.6;3330.2;0.2;0.5;0.0;0.4;3.1;10.8
2020-09-30T03:00:00+00:00;30.09.2020 04:00;7.1;13.1;9.8;12.0;6371.0;0.4;0.0;0.0;1.2;13.9;8.9
2020-09-30T09:00:00+00:00;30.09.2020 10:00;13.2;17.4;16.1;15.4;12261.9;0.5;0.0;426.2;2.4;51.7;11.9
2020-09-30T22:00:00+00:00;30.09.2020 23:00;19.6;24.4;9.9;10.9;9355.3;0.5;0.0;0.0;1.1;24.9;11.3
2020-09-30T23:00:00+00:00;01.10.2020 00:00;23.5;16.8;8.8;9.8;9063.5;0.4;0.0;0.0;1.9;17.4;10.2
2020-10-01T00:00:00+00:00;01.10.2020 01:00;23.7;15.8;10.9;12.0;8196.8;0.4;0.0;0.0;2.0;16.4;10.6
2020-10-01T01:00:00+00:00;01.10.2020 02:00;18.7;17.0;11.8;13.2;8223.3;0.4;0.0;0.0;1.8;17.3;10.2
2020-10-01T12:00:00+00:00;01.10.2020 13:00;43.3;13.9;11.5;11.9;8054.6;0.4;0.0;208.2;0.8;17.8;17.4
2020-10-02T08:00:00+00:00;02.10.2020 09:00;10.0;30.3;11.0;9.9;20281.8;0.6;0.0;102.2;1.6;51.1;11.1
2020-10-02T11:00:00+00:00;02.10.2020 12:00;21.7;19.2;8.9;8.7;14989.8;0.4;0.0;160.3;1.2;29.1;12.3
2020-10-02T12:00:00+00:00;02.10.2020 13:00;23.0;18.5;9.3;8.7;9843.4;0.4;0.0;203.5;1.1;29.0;12.9
2020-10-02T13:00:00+00:00;02.10.2020 14:00;20.1;19.2;9.1;8.4;8854.2;0.4;0.0;89.2;0.8;25.9;12.9
2020-10-02T14:00:00+00:00;02.10.2020 15:00;17.1;21.9;13.9;10.4;14400.1;0.5;0.0;109.3;0.8;31.8;13.1
2020-10-02T21:00:00+00:00;02.10.2020 22:00;21.5;12.2;10.9;10.8;6011.4;0.5;0.0;0.0;0.5;13.5;13.0
2020-10-03T00:00:00+00:00;03.10.2020 01:00;61.6;1.7;;0.5;847.5;0.0;0.0;0.0;0.2;1.9;11.9
2020-10-03T06:00:00+00:00;03.10.2020 07:00;69.1;1.6;;0.8;873.5;0.0;5.5;0.0;0.2;1.6;8.5
2020-10-03T07:00:00+00:00;03.10.2020 08:00;67.9;2.2;;0.8;1082.3;0.0;2.9;8.0;0.2;2.5;7.8
2020-10-03T11:00:00+00:00;03.10.2020 12:00;61.4;8.1;;6.7;9417.5;0.7;0.0;265.8;0.6;10.3;9.7
2020-10-03T13:00:00+00:00;03.10.2020 14:00;65.3;5.2;;1.1;7489.9;0.1;0.0;419.8;0.4;7.1;11.7
2020-10-03T15:00:00+00:00;03.10.2020 16:00;60.9;7.0;;1.7;10178.3;0.1;0.0;387.8;0.4;9.6;13.8
2020-10-03T17:00:00+00:00;03.10.2020 18:00;61.1;8.6;;1.9;9443.1;0.1;0.0;54.3;0.4;9.4;12.9
2020-10-03T19:00:00+00:00;03.10.2020 20:00;54.8;7.4;;4.4;12603.4;0.4;0.0;0.0;0.5;7.6;10.9
2020-10-03T20:00:00+00:00;03.10.2020 21:00;36.1;18.2;;4.4;14654.2;0.5;0.0;0.0;1.2;18.4;10.6
2020-10-03T21:00:00+00:00;03.10.2020 22:00;33.6;17.4;;3.7;14030.5;0.4;0.0;0.0;1.5;17.8;10.6
2020-10-03T23:00:00+00:00;04.10.2020 00:00;81.1;0.9;;1.2;3107.9;0.0;0.0;0.0;0.3;1.0;13.9
2020-10-04T04:00:00+00:00;04.10.2020 05:00;77.2;0.2;;0.9;753.1;0.0;0.0;0.0;0.2;0.6;12.9
2020-10-04T07:00:00+00:00;04.10.2020 08:00;54.3;8.7;;1.1;8679.2;0.1;0.0;41.0;0.5;10.1;9.8
2020-10-04T13:00:00+00:00;04.10.2020 14:00;75.1;0.5;;0.7;4172.7;0.0;0.0;215.8;0.3;0.8;17.3
2020-10-04T15:00:00+00:00;04.10.2020 16:00;77.5;0.9;;0.8;1932.4;0.0;0.0;88.0;0.3;1.0;15.9
2020-10-04T16:00:00+00:00;04.10.2020 17:00;71.3;1.7;;0.8;2209.3;0.1;0.0;48.0;0.3;1.7;15.4
2020-10-04T18:00:00+00:00;04.10.2020 19:00;58.8;10.2;;2.2;9273.6;0.2;0.0;0.2;0.5;10.6;14.1
2020-10-05T02:00:00+00:00;05.10.2020 03:00;37.8;5.4;;2.1;4649.4;0.1;0.0;0.0;0.4;5.6;9.3
2020-10-05T05:00:00+00:00;05.10.2020 06:00;18.2;16.0;;2.0;7598.2;0.2;0.0;0.0;0.4;16.6;7.8
2020-10-05T07:00:00+00:00;05.10.2020 08:00;4.6;35.1;;4.4;14828.9;0.4;0.0;47.2;1.1;60.6;8.4
2020-10-05T08:00:00+00:00;05.10.2020 09:00;4.8;35.8;;5.9;20309.1;0.6;0.0;66.3;1.8;76.1;9.0
2020-10-05T09:00:00+00:00;05.10.2020 10:00;5.7;36.5;;8.6;22286.6;0.7;0.0;99.7;3.0;89.7;9.9
2020-10-05T12:00:00+00:00;05.10.2020 13:00;51.1;2.4;;1.0;2696.5;0.0;0.1;253.5;0.6;3.4;12.9
2020-10-05T15:00:00+00:00;05.10.2020 16:00;46.5;6.2;;1.3;4846.6;0.1;1.2;56.7;0.4;6.8;11.7
2020-10-05T17:00:00+00:00;05.10.2020 18:00;55.4;2.2;;0.6;2464.5;0.0;0.0;12.2;0.3;2.3;11.8
2020-10-05T22:00:00+00:00;05.10.2020 23:00;56.4;1.2;;0.5;1485.2;0.0;0.2;0.0;0.3;0.8;12.1
2020-10-05T23:00:00+00:00;06.10.2020 00:00;55.0;1.0;;0.4;1252.5;0.0;0.1;0.0;0.3;1.1;12.0
2020-10-06T00:00:00+00:00;06.10.2020 01:00;60.6;0.6;;0.6;740.6;0.0;0.1;0.0;0.3;0.6;12.3
2020-10-06T02:00:00+00:00;06.10.2020 03:00;64.1;0.3;;1.9;829.3;0.0;0.0;0.0;0.2;0.8;12.6
2020-10-06T09:00:00+00:00;06.10.2020 10:00;7.3;47.8;;5.9;25594.4;0.7;0.4;41.7;2.2;76.7;11.8
2020-10-06T17:00:00+00:00;06.10.2020 18:00;50.6;7.0;;2.8;4620.1;0.1;0.0;19.5;0.4;7.4;12.6
2020-10-06T18:00:00+00:00;06.10.2020 19:00;34.0;22.6;;4.0;11867.4;0.3;0.1;0.0;0.5;23.1;12.3
2020-10-06T22:00:00+00:00;06.10.2020 23:00;68.0;1.1;;2.5;1505.4;0.0;0.0;0.0;0.2;1.2;12.0
2020-10-07T00:00:00+00:00;07.10.2020 01:00;65.2;0.8;;3.0;1620.4;0.0;0.1;0.0;0.2;0.9;11.5
2020-10-07T01:00:00+00:00;07.10.2020 02:00;64.4;0.9;;3.9;1465.9;0.0;0.1;0.0;0.2;0.9;12.1
2020-10-07T05:00:00+00:00;07.10.2020 06:00;57.0;2.5;;4.0;1898.3;0.0;0.0;0.0;0.3;2.7;10.9
2020-10-07T10:00:00+00:00;07.10.2020 11:00;56.6;1.5;;1.2;1598.6;0.0;0.0;248.7;0.3;2.2;13.1
2020-10-07T11:00:00+00:00;07.10.2020 12:00;52.6;1.4;;1.4;1327.4;0.0;0.0;192.0;0.2;2.0;12.8
2020-10-07T14:00:00+00:00;07.10.2020 15:00;61.1;1.4;;2.4;2138.2;0.0;0.0;252.5;0.2;1.8;14.3
2020-10-07T19:00:00+00:00;07.10.2020 20:00;46.3;5.5;;2.9;5993.6;0.2;0.0;0.0;0.3;5.5;10.7
2020-10-07T20:00:00+00:00;07.10.2020 21:00;31.5;9.3;;4.3;7991.9;0.3;0.0;0.0;0.4;9.5;9.7
2020-10-08T03:00:00+00:00;08.10.2020 04:00;33.7;6.0;;2.9;4870.9;0.1;0.0;0.0;0.3;6.3;10.3
2020-10-08T04:00:00+00:00;08.10.2020 05:00;14.9;17.8;;3.7;8566.2;0.2;0.0;0.0;1.0;18.5;9.6
2020-10-08T09:00:00+00:00;08.10.2020 10:00;14.6;26.0;;7.2;19970.1;0.5;0.0;421.0;3.6;69.6;12.7
2020-10-08T10:00:00+00:00;08.10.2020 11:00;29.4;21.2;;5.8;18094.3;0.3;0.0;518.0;1.9;41.0;15.0
2020-10-08T16:00:00+00:00;08.10.2020 17:00;57.1;3.3;;3.1;4580.5;0.1;0.0;125.3;0.4;3.7;17.0
2020-10-08T17:00:00+00:00;08.10.2020 18:00;54.9;4.1;;3.3;4470.5;0.2;0.0;24.2;0.4;4.4;15.9
2020-10-08T19:00:00+00:00;08.10.2020 20:00;54.0;3.3;;3.8;5186.0;0.2;0.0;0.0;0.4;3.5;15.5
2020-10-08T20:00:00+00:00;08.10.2020 21:00;56.2;2.1;;3.2;2568.0;0.1;0.0;0.0;0.4;2.2;15.8
2020-10-08T21:00:00+00:00;08.10.2020 22:00;55.2;2.7;;3.3;3420.6;0.1;0.0;0.0;0.3;3.0;15.5
2020-10-08T23:00:00+00:00;09.10.2020 00:00;46.6;4.0;;3.3;3853.5;0.2;0.0;0.0;0.3;4.1;12.9
2020-10-09T01:00:00+00:00;09.10.2020 02:00;29.2;5.4;;3.4;4120.8;0.1;0.0;0.0;0.4;5.5;12.6
2020-10-09T10:00:00+00:00;09.10.2020 11:00;17.4;31.5;;7.5;16819.7;0.6;0.0;315.7;2.3;68.0;15.8
2020-10-09T12:00:00+00:00;09.10.2020 13:00;53.1;4.5;;5.5;4875.3;0.2;0.0;262.8;0.5;5.5;16.9
2020-10-09T13:00:00+00:00;09.10.2020 14:00;56.5;3.6;;6.8;4084.1;0.2;0.0;333.3;0.4;4.7;17.3
2020-10-09T17:00:00+00:00;09.10.2020 18:00;50.8;6.3;;7.2;5027.9;0.2;0.0;9.0;0.3;6.2;15.8
2020-10-09T18:00:00+00:00;09.10.2020 19:00;52.5;3.9;;7.7;3878.9;0.2;0.0;0.0;0.3;4.0;15.3
2020-10-09T20:00:00+00:00;09.10.2020 21:00;41.4;7.8;;8.8;6131.7;0.4;0.0;0.0;0.3;8.1;11.9
2020-10-10T00:00:00+00:00;10.10.2020 01:00;13.6;25.5;;10.4;11672.2;0.5;0.0;0.0;1.9;26.5;13.3
2020-10-10T04:00:00+00:00;10.10.2020 05:00;19.5;12.8;;8.8;5768.1;0.3;0.6;0.0;0.4;13.4;12.4
2020-10-10T05:00:00+00:00;10.10.2020 06:00;52.8;4.1;;2.6;3692.3;0.1;1.8;0.0;0.3;4.0;11.3
2020-10-10T06:00:00+00:00;10.10.2020 07:00;60.2;4.6;;2.5;4436.6;0.1;2.9;0.0;0.3;5.0;10.6
2020-10-10T07:00:00+00:00;10.10.2020 08:00;53.3;7.9;;3.1;4835.8;0.1;1.0;9.8;0.3;8.5;10.6
2020-10-10T08:00:00+00:00;10.10.2020 09:00;50.2;5.4;;3.9;3344.9;0.1;0.0;81.8;0.3;6.0;11.1
2020-10-10T09:00:00+00:00;10.10.2020 10:00;53.9;2.8;;5.1;2706.9;0.1;0.0;203.5;0.3;3.6;11.7
2020-10-10T14:00:00+00:00;10.10.2020 15:00;57.5;1.9;;2.8;2548.6;0.1;0.1;390.0;0.3;2.7;12.4
2020-10-10T17:00:00+00:00;10.10.2020 18:00;57.1;2.8;;2.8;2677.1;0.1;0.0;11.5;0.2;3.0;9.6
2020-10-10T18:00:00+00:00;10.10.2020 19:00;45.4;4.4;;4.0;4696.3;0.2;0.0;0.0;0.3;4.8;9.6
2020-10-10T20:00:00+00:00;10.10.2020 21:00;43.6;4.2;;5.5;5661.8;0.3;0.0;0.0;0.3;4.7;8.5
2020-10-10T21:00:00+00:00;10.10.2020 22:00;43.6;4.2;;4.6;5258.1;0.3;0.0;0.0;0.3;4.4;7.6
2020-10-11T06:00:00+00:00;11.10.2020 07:00;13.7;11.1;;7.1;4334.8;0.2;0.0;2.3;0.3;11.9;5.1
2020-10-11T07:00:00+00:00;11.10.2020 08:00;15.0;10.9;;9.6;5049.1;0.2;0.0;60.0;0.5;13.9;5.3
2020-10-11T09:00:00+00:00;11.10.2020 10:00;27.6;6.0;;6.2;4783.8;0.2;0.0;219.3;0.5;9.1;7.8
2020-10-11T13:00:00+00:00;11.10.2020 14:00;71.8;1.5;;3.7;2978.4;0.3;0.0;224.3;0.4;1.9;11.5
2020-10-11T14:00:00+00:00;11.10.2020 15:00;60.4;6.9;;6.0;7014.4;0.7;0.3;37.2;0.4;8.4;9.5
2020-10-11T15:00:00+00:00;11.10.2020 16:00;55.7;10.7;;2.9;5368.8;0.2;2.6;61.2;0.4;11.3;8.0
2020-10-11T19:00:00+00:00;11.10.2020 20:00;40.9;7.1;;3.7;8797.5;0.2;0.0;0.0;0.3;7.4;7.1
2020-10-11T22:00:00+00:00;11.10.2020 23:00;32.7;3.0;;3.1;3233.0;0.2;0.1;0.0;0.3;3.0;5.0
2020-10-12T05:00:00+00:00;12.10.2020 06:00;12.3;9.1;;4.1;4017.6;0.1;0.0;0.0;0.3;9.9;4.9
2020-10-12T06:00:00+00:00;12.10.2020 07:00;1.9;19.4;;4.5;7930.6;0.3;0.0;0.3;0.4;28.0;4.8
2020-10-12T09:00:00+00:00;12.10.2020 10:00;8.8;23.9;;7.2;7251.7;0.4;0.1;55.0;0.5;37.6;6.7
2020-10-12T10:00:00+00:00;12.10.2020 11:00;13.6;20.8;;8.2;7196.8;0.4;0.3;115.3;0.5;34.0;7.2
2020-10-12T12:00:00+00:00;12.10.2020 13:00;48.1;4.5;;5.4;3279.3;0.1;0.0;390.7;0.5;6.7;9.5
2020-10-12T16:00:00+00:00;12.10.2020 17:00;52.4;6.9;;4.3;4648.5;0.2;0.5;30.7;0.4;7.7;8.5
2020-10-12T18:00:00+00:00;12.10.2020 19:00;46.0;8.1;;5.1;5765.0;0.3;0.0;0.0;0.4;8.1;7.7
2020-10-12T20:00:00+00:00;12.10.2020 21:00;29.3;16.7;;7.1;9253.8;0.5;0.0;0.0;0.5;16.9;7.1
2020-10-12T21:00:00+00:00;12.10.2020 22:00;29.9;13.6;;6.4;7620.3;0.4;0.0;0.0;0.5;13.9;7.1
2020-10-12T23:00:00+00:00;13.10.2020 00:00;12.5;25.3;;7.6;8090.3;0.4;0.0;0.0;0.6;26.1;6.2
2020-10-13T00:00:00+00:00;13.10.2020 01:00;16.2;16.6;;7.7;6369.8;0.4;0.0;0.0;0.5;17.1;5.1
2020-10-13T02:00:00+00:00;13.10.2020 03:00;11.6;14.6;;9.4;4572.9;0.3;0.0;0.0;0.5;15.5;4.6
2020-10-13T03:00:00+00:00;13.10.2020 04:00;12.7;12.1;;10.8;3755.4;0.3;0.0;0.0;0.5;13.0;4.7
2020-10-13T07:00:00+00:00;13.10.2020 08:00;5.7;25.0;;11.8;8021.9;0.4;0.0;60.7;0.8;42.0;4.9
2020-10-13T10:00:00+00:00;13.10.2020 11:00;26.8;14.7;;12.6;10407.0;0.3;0.0;462.8;1.2;29.8;8.8
2020-10-13T14:00:00+00:00;13.10.2020 15:00;56.5;8.7;;6.7;5351.8;0.2;0.0;217.2;0.5;10.2;11.4
2020-10-13T21:00:00+00:00;13.10.2020 22:00;3.7;31.6;;11.0;11702.2;1.0;0.0;0.0;0.8;35.9;6.6
2020-10-14T00:00:00+00:00;14.10.2020 01:00;2.9;29.7;;9.4;8489.6;0.7;0.0;0.0;0.9;35.4;6.1
2020-10-14T10:00:00+00:00;14.10.2020 11:00;;;;19.8;7991.4;0.6;0.0;460.7;;;7.3
2020-10-15T01:00:00+00:00;15.10.2020 02:00;20.2;14.1;;7.9;6338.6;0.4;0.0;0.0;0.4;14.6;5.5
2020-10-15T02:00:00+00:00;15.10.2020 03:00;19.1;14.4;;8.2;6159.9;0.4;0.0;0.0;0.4;14.7;5.4
2020-10-15T03:00:00+00:00;15.10.2020 04:00;18.0;14.8;;9.3;5093.5;0.4;0.0;0.0;0.3;15.9;5.4
2020-10-15T04:00:00+00:00;15.10.2020 05:00;21.2;11.9;;7.9;4364.6;0.3;0.0;0.0;0.4;12.1;5.6
2020-10-15T05:00:00+00:00;15.10.2020 06:00;16.6;15.7;;8.2;7724.5;0.3;0.0;0.0;0.4;16.6;5.7
2020-10-15T06:00:00+00:00;15.10.2020 07:00;11.2;21.9;;7.0;10261.7;0.3;0.0;0.3;0.4;23.2;5.7
2020-10-15T10:00:00+00:00;15.10.2020 11:00;20.0;16.2;;8.1;6024.5;0.3;0.0;151.5;0.5;24.7;8.3
2020-10-15T11:00:00+00:00;15.10.2020 12:00;22.0;14.6;;6.3;5477.3;0.2;0.0;84.0;0.4;19.0;8.4
2020-10-15T12:00:00+00:00;15.10.2020 13:00;28.3;10.5;;4.6;4604.9;0.2;0.1;251.5;0.4;15.4;8.9
2020-10-15T14:00:00+00:00;15.10.2020 15:00;21.0;16.8;;3.5;6429.2;0.2;1.1;38.7;0.4;20.0;8.0
2020-10-16T04:00:00+00:00;16.10.2020 05:00;13.5;12.9;;8.0;2851.8;0.1;0.0;0.0;0.3;13.6;8.3
2020-10-16T05:00:00+00:00;16.10.2020 06:00;12.2;15.0;;7.5;4018.1;0.2;0.0;0.0;0.3;16.3;8.3
2020-10-16T06:00:00+00:00;16.10.2020 07:00;12.2;15.7;;9.4;4488.7;0.2;0.0;0.2;0.3;17.6;8.3
2020-10-16T07:00:00+00:00;16.10.2020 08:00;9.3;19.1;;10.4;5806.3;0.2;0.0;6.2;0.3;23.1;8.3
2020-10-16T08:00:00+00:00;16.10.2020 09:00;13.3;14.6;;10.5;4772.5;0.2;0.0;49.2;0.3;19.5;8.6
2020-10-16T11:00:00+00:00;16.10.2020 12:00;19.9;12.7;;8.9;4834.8;0.2;0.0;120.7;0.3;18.1;9.8
2020-10-17T04:00:00+00:00;17.10.2020 05:00;18.2;16.3;;11.1;6319.6;0.3;1.7;0.0;0.2;17.0;7.0
2020-10-17T05:00:00+00:00;17.10.2020 06:00;18.5;15.1;;11.7;6158.0;0.2;0.2;0.0;0.2;16.1;6.7
2020-10-17T06:00:00+00:00;17.10.2020 07:00;15.9;17.6;;13.2;6651.7;0.3;0.1;0.2;0.2;18.2;6.5
2020-10-17T11:00:00+00:00;17.10.2020 12:00;25.9;13.1;;13.6;6426.8;0.3;0.0;203.2;0.4;18.7;8.1
2020-10-17T14:00:00+00:00;17.10.2020 15:00;41.8;11.0;;10.3;8716.4;0.2;0.0;154.8;0.3;13.5;10.0
2020-10-17T15:00:00+00:00;17.10.2020 16:00;43.0;13.0;;8.8;8236.6;0.2;0.0;65.7;0.4;14.4;9.9
2020-10-17T16:00:00+00:00;17.10.2020 17:00;38.8;15.4;;8.8;6330.5;0.3;0.0;24.3;0.3;16.2;9.7
2020-10-17T18:00:00+00:00;17.10.2020 19:00;22.5;24.6;;13.1;15346.1;0.6;0.0;0.0;0.6;25.2;9.1
2020-10-17T19:00:00+00:00;17.10.2020 20:00;27.5;18.4;;13.5;14384.0;0.5;0.0;0.0;0.4;18.7;8.7
2020-10-17T21:00:00+00:00;17.10.2020 22:00;23.4;17.5;;17.1;10702.6;0.7;0.0;0.0;0.5;17.9;8.1
2020-10-18T07:00:00+00:00;18.10.2020 08:00;14.8;11.6;;20.1;5379.4;0.5;0.0;22.3;0.5;12.9;7.0
2020-10-18T13:00:00+00:00;18.10.2020 14:00;43.9;9.4;;14.3;5830.9;0.3;0.0;261.7;0.8;11.6;10.5
2020-10-18T14:00:00+00:00;18.10.2020 15:00;44.4;9.5;;15.0;4261.3;0.3;0.0;194.5;0.7;11.1;10.6
2020-10-18T15:00:00+00:00;18.10.2020 16:00;48.4;8.2;;12.3;6200.2;0.2;0.0;146.0;0.5;9.1;10.7
2020-10-18T17:00:00+00:00;18.10.2020 18:00;28.2;11.5;;13.7;9078.9;0.5;0.0;7.0;0.5;12.1;9.3
2020-10-18T18:00:00+00:00;18.10.2020 19:00;22.0;13.9;;17.2;9068.1;0.6;0.0;0.0;0.5;14.4;8.8
2020-10-18T20:00:00+00:00;18.10.2020 21:00;21.3;9.1;;15.2;6327.6;0.6;0.0;0.0;0.4;9.3;8.1
2020-10-18T21:00:00+00:00;18.10.2020 22:00;22.0;7.2;;12.8;4839.9;0.5;0.0;0.0;0.4;7.5;7.8
2020-10-19T01:00:00+00:00;19.10.2020 02:00;3.4;18.5;;13.7;7101.0;0.6;0.0;0.0;0.9;20.2;6.1
2020-10-19T02:00:00+00:00;19.10.2020 03:00;3.1;15.1;;13.3;6432.1;0.5;0.0;0.0;0.7;17.0;6.4
2020-10-19T05:00:00+00:00;19.10.2020 06:00;4.3;16.8;;10.2;7358.7;0.4;0.0;0.0;0.6;27.0;4.8
2020-10-19T07:00:00+00:00;19.10.2020 08:00;2.8;27.6;;13.1;12997.5;0.6;0.0;35.7;0.9;63.7;3.9
2020-10-19T08:00:00+00:00;19.10.2020 09:00;6.2;24.6;;14.8;12569.6;0.6;0.0;137.7;1.0;62.5;5.0
2020-10-19T12:00:00+00:00;19.10.2020 13:00;36.3;11.9;;13.4;7680.5;0.4;0.0;533.2;0.8;19.3;12.4
2020-10-19T15:00:00+00:00;19.10.2020 16:00;46.3;15.7;;14.0;6605.1;0.4;0.0;209.8;0.6;18.9;13.3
2020-10-19T16:00:00+00:00;19.10.2020 17:00;35.6;25.4;;14.0;9411.6;0.5;0.0;48.7;0.6;28.1;11.8
2020-10-19T17:00:00+00:00;19.10.2020 18:00;27.9;30.0;;14.1;9827.0;0.6;0.0;7.5;0.6;31.7;10.7
2020-10-19T18:00:00+00:00;19.10.2020 19:00;17.1;35.7;;15.6;10620.2;0.7;0.0;0.0;0.8;37.0;9.6
2020-10-19T22:00:00+00:00;19.10.2020 23:00;19.0;24.0;;19.4;6906.0;0.6;0.0;0.0;0.7;24.9;7.8
2020-10-20T00:00:00+00:00;20.10.2020 01:00;19.8;20.9;;18.7;6414.1;0.5;0.0;0.0;0.7;21.4;7.5
2020-10-20T01:00:00+00:00;20.10.2020 02:00;19.8;19.8;;19.1;7300.2;0.5;0.0;0.0;1.2;20.1;7.0
2020-10-20T02:00:00+00:00;20.10.2020 03:00;13.7;22.8;;19.9;7249.0;0.5;0.0;0.0;1.1;23.7;6.4
2020-10-20T07:00:00+00:00;20.10.2020 08:00;3.8;30.4;;18.6;10381.3;0.7;0.0;27.0;1.1;47.0;6.2
2020-10-20T22:00:00+00:00;20.10.2020 23:00;25.4;25.4;;12.4;8856.6;0.6;0.0;0.0;1.6;25.9;12.3
2020-10-21T00:00:00+00:00;21.10.2020 01:00;25.1;23.0;;12.0;6243.1;0.5;0.0;0.0;0.9;23.5;12.4
2020-10-21T04:00:00+00:00;21.10.2020 05:00;14.9;25.6;;12.7;8641.1;0.6;0.0;0.0;1.8;26.1;11.1
2020-10-21T07:00:00+00:00;21.10.2020 08:00;5.0;36.4;;12.9;12931.2;0.7;0.0;10.7;1.5;47.0;11.2
2020-10-21T08:00:00+00:00;21.10.2020 09:00;5.3;34.6;;12.5;12897.8;0.8;0.0;37.5;1.3;59.5;11.4
2020-10-21T09:00:00+00:00;21.10.2020 10:00;5.9;33.6;;13.6;17055.2;0.9;0.0;101.7;2.2;72.2;11.7
