Datum/Zeit;timestamp_text;O3 [ug/m3];NO2 [ug/m3];PM10 [ug/m3];PM2.5 [ug/m3];CPC [1/cm3];EC [ug/m3];PREC [mm];RAD [W/m2];SO2 [ug/m3];NOX [ug/m3 eq. NO2];TEMP [C]
2018-06-01T02:00:00+00:00;01.06.2018 03:00;46.3;3.1;8.9;4.8;3348.6;0.1;0.0;0.0;0.3;3.4;13.6
2018-06-01T06:00:00+00:00;01.06.2018 07:00;30.2;27.8;13.0;8.6;14595.9;0.4;0.0;234.8;3.8;39.0;14.7
2018-06-01T07:00:00+00:00;01.06.2018 08:00;35.0;30.8;14.1;9.3;16049.3;0.5;0.0;475.3;3.4;49.1;16.8
2018-06-01T14:00:00+00:00;01.06.2018 15:00;96.4;3.8;6.8;4.7;5226.0;0.1;0.0;440.5;0.3;4.7;22.1
2018-06-01T16:00:00+00:00;01.06.2018 17:00;100.7;2.7;5.5;3.8;4032.1;0.1;0.0;635.7;0.3;3.5;23.4
2018-06-01T17:00:00+00:00;01.06.2018 18:00;95.7;3.5;5.5;3.7;4360.9;0.1;0.0;323.5;0.3;4.1;22.1
2018-06-01T22:00:00+00:00;01.06.2018 23:00;65.2;4.8;5.0;4.0;5241.4;0.2;0.0;0.0;0.3;5.3;16.0
2018-06-02T02:00:00+00:00;02.06.2018 03:00;43.5;6.7;8.4;4.4;7934.3;0.2;0.0;0.0;0.5;7.3;14.3
2018-06-02T04:00:00+00:00;02.06.2018 05:00;33.9;6.1;8.7;4.6;5168.8;0.1;0.0;5.0;0.5;6.8;13.1
2018-06-02T05:00:00+00:00;02.06.2018 06:00;25.3;7.3;9.6;5.4;5970.6;0.2;0.0;66.2;0.6;8.8;13.9
2018-06-02T07:00:00+00:00;02.06.2018 08:00;30.9;14.8;9.7;5.8;22757.2;0.3;0.0;237.3;5.6;21.4;16.2
2018-06-02T09:00:00+00:00;02.06.2018 10:00;69.9;7.1;7.4;4.5;26272.5;0.2;0.0;692.7;2.1;9.5;19.9
2018-06-02T15:00:00+00:00;02.06.2018 16:00;108.8;5.6;9.5;5.4;11066.0;1.0;0.0;473.2;0.6;6.9;24.3
2018-06-03T00:00:00+00:00;03.06.2018 01:00;46.3;12.2;11.0;8.1;8688.7;0.3;0.0;0.0;0.5;13.1;15.7
2018-06-03T05:00:00+00:00;03.06.2018 06:00;24.3;11.6;13.6;9.5;5742.8;0.2;0.0;94.8;0.5;13.9;14.5
2018-06-03T11:00:00+00:00;03.06.2018 12:00;91.5;8.9;13.4;10.7;8243.4;0.3;0.0;653.2;0.9;10.8;22.4
2018-06-03T13:00:00+00:00;03.06.2018 14:00;106.6;11.2;14.2;11.3;7231.8;0.3;0.0;914.0;1.0;13.5;25.2
2018-06-03T17:00:00+00:00;03.06.2018 18:00;112.1;6.9;14.2;12.0;13510.2;0.2;0.0;220.8;0.7;7.9;25.4
2018-06-03T23:00:00+00:00;04.06.2018 00:00;89.2;9.1;13.4;9.9;7180.7;0.2;1.0;0.0;0.7;9.8;19.8
2018-06-04T02:00:00+00:00;04.06.2018 03:00;77.2;2.5;4.7;4.0;1779.4;0.1;0.0;0.0;0.3;3.0;17.2
2018-06-04T05:00:00+00:00;04.06.2018 06:00;63.0;4.3;6.7;4.3;2858.5;0.1;0.0;80.0;0.4;4.9;16.7
2018-06-04T06:00:00+00:00;04.06.2018 07:00;53.5;23.1;5.9;4.5;9817.8;0.3;0.0;219.5;0.7;28.1;18.1
2018-06-04T09:00:00+00:00;04.06.2018 10:00;80.2;15.2;11.9;7.4;11255.0;0.3;0.0;618.8;0.8;19.3;21.1
2018-06-04T10:00:00+00:00;04.06.2018 11:00;90.8;12.8;13.1;9.0;16468.8;0.3;0.0;802.2;0.9;15.9;22.4
2018-06-04T12:00:00+00:00;04.06.2018 13:00;119.7;11.7;17.1;12.6;16133.5;0.4;0.0;920.3;1.4;13.8;24.7
2018-06-04T14:00:00+00:00;04.06.2018 15:00;144.3;9.9;15.2;12.5;10226.1;0.3;0.0;641.3;0.8;11.0;25.5
2018-06-04T17:00:00+00:00;04.06.2018 18:00;144.7;12.5;16.1;12.2;11052.2;0.3;0.0;84.8;0.8;13.3;23.9
2018-06-05T04:00:00+00:00;05.06.2018 05:00;44.1;4.8;15.1;8.6;4030.2;0.1;0.0;5.8;0.3;5.4;16.0
2018-06-05T13:00:00+00:00;05.06.2018 14:00;125.0;8.1;10.4;8.0;12789.9;0.2;0.0;683.0;0.5;9.2;25.0
2018-06-05T18:00:00+00:00;05.06.2018 19:00;132.4;11.8;21.8;20.1;13993.4;0.5;0.0;190.3;0.9;13.0;25.4
2018-06-05T20:00:00+00:00;05.06.2018 21:00;104.2;12.1;11.9;10.6;6981.1;0.3;0.0;1.8;0.6;12.9;21.5
2018-06-05T21:00:00+00:00;05.06.2018 22:00;81.0;12.9;12.9;11.5;7189.9;0.3;0.0;0.0;0.6;13.5;19.8
2018-06-05T22:00:00+00:00;05.06.2018 23:00;68.8;8.9;14.3;12.2;5517.6;0.2;0.0;0.0;0.5;9.7;18.8
2018-06-06T00:00:00+00:00;06.06.2018 01:00;62.2;7.9;18.4;12.9;4297.6;0.2;0.0;0.0;0.4;8.5;18.1
2018-06-06T01:00:00+00:00;06.06.2018 02:00;67.4;7.3;19.0;13.2;4011.0;0.2;0.0;0.0;0.4;8.0;18.5
2018-06-06T04:00:00+00:00;06.06.2018 05:00;75.4;5.9;8.8;5.7;3717.5;0.1;0.0;9.5;0.4;6.6;17.9
2018-06-06T10:00:00+00:00;06.06.2018 11:00;95.8;4.2;9.5;5.8;7594.6;0.2;0.0;719.7;0.5;5.0;22.4
2018-06-06T11:00:00+00:00;06.06.2018 12:00;105.3;3.4;11.1;8.1;7489.0;0.2;0.0;947.2;0.6;4.1;23.6
2018-06-06T13:00:00+00:00;06.06.2018 14:00;110.1;4.2;10.6;7.5;6829.7;0.2;0.0;701.7;0.5;5.1;24.4
2018-06-06T17:00:00+00:00;06.06.2018 18:00;92.6;4.9;9.7;6.5;4705.5;0.2;0.0;216.5;0.4;5.7;23.4
2018-06-06T23:00:00+00:00;07.06.2018 00:00;60.7;2.4;9.8;5.3;3191.1;0.1;2.8;0.0;0.3;2.9;17.8
2018-06-07T03:00:00+00:00;07.06.2018 04:00;40.0;2.7;14.7;6.3;2526.1;0.1;0.0;0.0;0.3;3.4;17.2
2018-06-07T09:00:00+00:00;07.06.2018 10:00;65.5;5.7;9.6;5.8;4564.2;0.2;0.0;345.7;0.7;7.4;20.3
2018-06-07T13:00:00+00:00;07.06.2018 14:00;83.5;2.9;10.0;7.2;5910.8;0.2;0.0;811.8;0.6;3.9;22.8
2018-06-07T14:00:00+00:00;07.06.2018 15:00;95.3;4.5;11.4;8.2;14121.8;0.2;0.0;927.5;0.8;5.6;23.8
2018-06-07T15:00:00+00:00;07.06.2018 16:00;98.3;6.4;9.7;6.5;8213.3;0.2;0.0;399.0;0.6;7.4;23.5
2018-06-07T18:00:00+00:00;07.06.2018 19:00;92.6;10.2;6.9;4.9;8128.6;0.2;0.0;184.2;0.5;11.3;22.2
2018-06-07T22:00:00+00:00;07.06.2018 23:00;55.7;8.7;7.9;6.0;5239.5;0.2;0.0;0.0;0.4;9.4;17.6
2018-06-08T01:00:00+00:00;08.06.2018 02:00;46.1;6.0;10.5;6.9;3364.1;0.2;0.0;0.0;0.4;6.6;18.1
2018-06-08T02:00:00+00:00;08.06.2018 03:00;51.1;6.7;9.2;7.3;3865.6;0.2;0.0;0.0;0.5;7.3;18.4
2018-06-08T05:00:00+00:00;08.06.2018 06:00;32.7;14.9;10.5;7.7;10672.8;0.3;0.0;37.2;0.6;16.5;18.1
2018-06-08T06:00:00+00:00;08.06.2018 07:00;28.6;20.4;11.7;8.2;13162.1;0.4;0.0;95.2;0.8;24.9;18.4
2018-06-08T07:00:00+00:00;08.06.2018 08:00;38.6;18.8;13.0;8.6;7815.7;0.3;0.0;128.7;0.7;22.8;18.6
2018-06-08T10:00:00+00:00;08.06.2018 11:00;74.7;11.2;16.0;10.8;14441.3;0.3;0.0;570.0;0.6;14.5;21.8
2018-06-08T11:00:00+00:00;08.06.2018 12:00;92.7;9.4;16.2;11.1;11176.8;0.3;0.0;750.5;0.5;11.7;23.3
2018-06-08T16:00:00+00:00;08.06.2018 17:00;112.7;6.5;10.0;8.3;10360.7;0.2;0.0;431.8;0.5;7.7;25.7
2018-06-08T18:00:00+00:00;08.06.2018 19:00;95.7;8.1;11.1;8.7;6208.7;0.3;0.1;30.0;0.5;8.7;22.2
2018-06-08T19:00:00+00:00;08.06.2018 20:00;84.9;5.3;10.3;7.8;5671.3;0.2;0.0;7.2;0.4;5.8;20.0
2018-06-09T06:00:00+00:00;09.06.2018 07:00;59.2;3.4;6.0;4.7;3044.4;0.1;0.0;233.5;0.4;4.3;18.2
2018-06-09T08:00:00+00:00;09.06.2018 09:00;80.0;2.9;5.9;4.9;4166.8;0.1;0.0;543.0;0.7;3.9;21.2
2018-06-09T11:00:00+00:00;09.06.2018 12:00;103.0;3.0;8.5;7.5;8038.6;0.2;0.0;787.0;0.4;3.8;24.1
2018-06-09T15:00:00+00:00;09.06.2018 16:00;122.1;6.5;12.1;10.0;8731.2;0.2;0.0;330.7;0.5;7.3;25.9
2018-06-09T23:00:00+00:00;10.06.2018 00:00;32.5;7.1;17.0;11.1;6253.8;0.3;0.0;0.0;0.4;7.9;17.9
2018-06-10T00:00:00+00:00;10.06.2018 01:00;36.6;5.3;17.3;10.9;4421.5;0.3;0.0;0.0;0.4;5.9;17.8
2018-06-10T01:00:00+00:00;10.06.2018 02:00;36.6;12.6;22.8;17.9;6435.6;0.3;0.0;0.0;1.9;13.4;17.7
2018-06-10T03:00:00+00:00;10.06.2018 04:00;38.6;8.1;17.7;14.1;5387.1;0.2;0.0;0.0;1.3;8.7;16.9
2018-06-10T05:00:00+00:00;10.06.2018 06:00;39.7;5.1;15.2;12.6;2911.8;0.2;0.0;42.8;0.4;6.4;17.1
2018-06-10T09:00:00+00:00;10.06.2018 10:00;57.6;5.8;14.4;13.4;7550.5;0.2;0.0;713.5;2.0;8.2;22.1
2018-06-10T10:00:00+00:00;10.06.2018 11:00;83.1;2.6;10.2;8.9;4663.4;0.2;0.0;786.7;0.9;3.4;24.5
2018-06-10T12:00:00+00:00;10.06.2018 13:00;90.1;2.3;12.4;8.8;4663.6;0.2;0.4;411.7;0.6;2.7;24.6
2018-06-10T18:00:00+00:00;10.06.2018 19:00;83.4;2.8;8.5;7.8;5378.6;0.2;0.0;217.8;0.5;3.3;26.0
2018-06-10T19:00:00+00:00;10.06.2018 20:00;81.6;6.1;10.1;8.5;8832.2;0.2;0.0;41.3;0.7;6.8;24.5
2018-06-10T21:00:00+00:00;10.06.2018 22:00;41.6;7.5;14.7;10.4;8162.9;0.3;0.0;0.0;0.5;8.1;20.8
2018-06-10T22:00:00+00:00;10.06.2018 23:00;47.5;6.2;11.8;8.9;4483.1;0.2;0.0;0.0;0.5;6.8;20.6
2018-06-11T00:00:00+00:00;11.06.2018 01:00;36.6;5.5;14.2;9.3;5614.0;0.2;0.0;0.0;0.6;6.1;19.6
2018-06-11T01:00:00+00:00;11.06.2018 02:00;25.9;13.1;15.3;10.4;7255.0;0.3;0.0;0.0;1.5;14.0;19.3
2018-06-11T02:00:00+00:00;11.06.2018 03:00;27.9;11.5;17.9;11.3;8398.5;0.3;0.0;0.0;5.6;12.3;18.6
2018-06-11T10:00:00+00:00;11.06.2018 11:00;30.6;25.0;22.4;11.9;11833.4;0.7;0.0;375.8;1.7;40.7;22.2
2018-06-11T11:00:00+00:00;11.06.2018 12:00;43.8;24.0;25.3;12.9;18982.5;0.6;0.1;256.2;1.5;31.1;22.4
2018-06-11T15:00:00+00:00;11.06.2018 16:00;69.4;4.0;6.6;3.9;3536.5;0.1;1.7;289.2;0.4;5.2;18.2
2018-06-11T19:00:00+00:00;11.06.2018 20:00;70.6;11.1;10.0;5.9;15514.8;0.2;0.0;47.0;1.0;12.1;19.4
2018-06-11T22:00:00+00:00;11.06.2018 23:00;33.3;12.0;16.5;7.4;11785.0;0.4;0.5;0.0;0.6;12.6;18.1
2018-06-11T23:00:00+00:00;12.06.2018 00:00;32.9;7.3;15.3;7.0;8125.9;0.2;0.0;0.0;0.5;7.9;17.9
2018-06-12T01:00:00+00:00;12.06.2018 02:00;27.1;8.7;12.9;6.5;6421.8;0.2;0.8;0.0;0.5;9.3;17.7
2018-06-12T09:00:00+00:00;12.06.2018 10:00;56.1;4.3;7.1;3.6;4048.9;0.1;0.0;239.2;0.4;5.9;18.8
2018-06-12T10:00:00+00:00;12.06.2018 11:00;69.3;3.8;4.7;2.7;2482.4;0.1;0.2;151.7;0.4;4.6;18.2
2018-06-12T14:00:00+00:00;12.06.2018 15:00;76.9;2.4;4.3;2.8;3980.4;0.1;0.0;437.2;0.3;3.3;20.1
2018-06-12T17:00:00+00:00;12.06.2018 18:00;72.7;8.7;5.3;4.4;19276.6;0.2;0.0;153.3;0.5;9.9;21.3
2018-06-12T19:00:00+00:00;12.06.2018 20:00;69.8;8.4;4.6;2.9;14730.9;0.2;0.0;36.3;0.5;9.2;20.4
2018-06-12T20:00:00+00:00;12.06.2018 21:00;71.3;8.4;4.3;3.0;13687.1;0.2;0.0;2.0;0.7;9.1;19.7
2018-06-13T04:00:00+00:00;13.06.2018 05:00;48.1;9.6;14.8;11.3;5332.3;0.2;0.0;0.5;0.4;10.3;14.2
2018-06-13T06:00:00+00:00;13.06.2018 07:00;39.0;19.1;19.3;14.2;8299.1;0.3;0.0;18.5;0.5;20.4;14.4
2018-06-13T08:00:00+00:00;13.06.2018 09:00;49.2;13.8;19.3;13.9;6778.9;0.2;0.0;97.3;0.5;15.8;14.8
2018-06-13T12:00:00+00:00;13.06.2018 13:00;61.9;13.5;17.4;13.2;6189.2;0.2;0.0;135.5;;15.1;16.3
2018-06-13T14:00:00+00:00;13.06.2018 15:00;54.3;17.6;15.2;11.0;8336.0;0.3;0.0;249.3;0.4;21.6;16.1
2018-06-13T15:00:00+00:00;13.06.2018 16:00;62.5;15.3;15.3;10.7;6738.6;0.3;0.0;132.3;0.3;17.1;16.4
2018-06-13T23:00:00+00:00;14.06.2018 00:00;35.2;12.6;10.8;7.4;7573.1;0.3;0.0;0.0;0.3;13.1;11.9
2018-06-14T00:00:00+00:00;14.06.2018 01:00;26.0;8.6;10.0;7.4;7634.1;0.2;0.0;0.0;0.3;9.1;11.4
2018-06-14T02:00:00+00:00;14.06.2018 03:00;31.1;9.6;10.2;7.5;6018.7;0.2;0.0;0.0;0.3;10.2;11.9
2018-06-14T07:00:00+00:00;14.06.2018 08:00;42.4;10.8;11.1;8.5;6181.2;0.2;0.0;419.7;0.6;16.1;13.3
2018-06-14T08:00:00+00:00;14.06.2018 09:00;51.9;10.9;11.7;8.9;7757.8;0.2;0.0;455.2;0.7;15.3;14.6
2018-06-14T09:00:00+00:00;14.06.2018 10:00;56.6;11.9;11.5;8.9;7476.3;0.2;0.0;535.8;0.7;15.8;15.7
2018-06-14T11:00:00+00:00;14.06.2018 12:00;79.0;8.3;9.6;7.0;5045.9;0.2;0.0;539.3;0.5;10.4;17.8
2018-06-14T16:00:00+00:00;14.06.2018 17:00;112.1;7.0;11.0;7.5;12020.8;0.2;0.0;577.3;0.5;8.3;20.7
2018-06-14T18:00:00+00:00;14.06.2018 19:00;113.2;5.9;9.0;7.4;8026.1;0.2;0.0;135.2;0.4;6.5;19.7
2018-06-15T04:00:00+00:00;15.06.2018 05:00;29.7;19.3;11.2;9.2;6956.2;0.4;0.0;4.3;0.5;20.1;12.9
2018-06-15T07:00:00+00:00;15.06.2018 08:00;42.4;15.7;16.0;13.1;7154.4;0.4;0.0;401.7;0.6;22.4;15.7
2018-06-15T08:00:00+00:00;15.06.2018 09:00;48.4;23.1;19.3;13.5;9326.4;0.5;0.0;500.2;0.8;33.1;17.2
2018-06-15T11:00:00+00:00;15.06.2018 12:00;92.8;9.9;16.9;11.2;17057.2;0.3;0.0;971.7;0.8;12.2;20.8
2018-06-15T13:00:00+00:00;15.06.2018 14:00;111.9;8.9;13.8;10.5;6342.3;0.2;0.0;745.8;0.6;10.1;22.2
2018-06-15T14:00:00+00:00;15.06.2018 15:00;120.8;8.0;13.8;10.4;6935.9;0.2;0.0;820.2;0.5;9.0;23.0
2018-06-15T22:00:00+00:00;15.06.2018 23:00;76.2;11.5;14.8;12.2;9481.6;0.4;0.0;0.0;0.6;12.2;16.4
2018-06-16T01:00:00+00:00;16.06.2018 02:00;54.3;7.6;14.0;11.5;5915.4;0.3;0.0;0.0;0.3;8.3;14.5
2018-06-16T02:00:00+00:00;16.06.2018 03:00;54.6;7.4;14.3;11.4;5199.4;0.3;0.0;0.0;0.3;7.9;13.8
2018-06-16T03:00:00+00:00;16.06.2018 04:00;46.7;7.2;14.6;12.0;5388.3;0.3;0.0;0.0;0.3;7.7;13.6
2018-06-16T06:00:00+00:00;16.06.2018 07:00;43.7;16.2;16.9;14.3;10315.5;0.5;0.0;230.7;1.8;20.3;15.1
2018-06-16T11:00:00+00:00;16.06.2018 12:00;127.9;8.7;14.5;11.1;15209.1;0.3;0.0;872.7;0.8;9.8;23.0
2018-06-16T12:00:00+00:00;16.06.2018 13:00;129.8;8.3;13.3;10.7;8996.4;0.3;0.0;646.0;0.6;9.4;23.4
2018-06-16T15:00:00+00:00;16.06.2018 16:00;130.9;8.9;13.2;11.3;16370.3;0.4;0.0;725.2;0.9;10.8;25.0
2018-06-16T17:00:00+00:00;16.06.2018 18:00;128.3;8.7;10.7;8.5;7909.1;0.2;0.0;413.5;0.4;9.9;25.0
2018-06-17T00:00:00+00:00;17.06.2018 01:00;57.4;3.6;9.7;5.7;3184.0;0.2;0.0;0.0;0.3;4.0;18.9
2018-06-17T09:00:00+00:00;17.06.2018 10:00;73.6;3.5;10.1;6.4;4966.9;0.2;0.0;422.2;0.5;4.2;20.5
2018-06-17T11:00:00+00:00;17.06.2018 12:00;79.8;2.4;8.6;5.7;4879.6;0.1;0.0;433.2;0.3;3.1;21.9
2018-06-17T12:00:00+00:00;17.06.2018 13:00;86.4;2.6;9.8;6.0;12275.0;0.1;0.0;648.8;0.4;3.3;22.7
2018-06-17T13:00:00+00:00;17.06.2018 14:00;85.8;2.5;10.0;6.1;12988.0;0.1;0.0;496.2;0.3;3.1;22.6
2018-06-17T16:00:00+00:00;17.06.2018 17:00;77.2;2.8;10.2;6.3;3735.7;0.2;0.0;155.5;0.2;3.1;20.3
2018-06-17T17:00:00+00:00;17.06.2018 18:00;77.2;2.5;10.9;6.8;3313.8;0.2;0.0;213.0;0.2;3.1;20.2
2018-06-17T21:00:00+00:00;17.06.2018 22:00;61.3;3.4;10.6;6.9;3149.2;0.2;0.0;0.0;0.3;3.8;18.1
2018-06-17T22:00:00+00:00;17.06.2018 23:00;59.8;2.8;8.8;6.4;2741.8;0.1;0.0;0.0;0.3;3.2;17.4
2018-06-18T03:00:00+00:00;18.06.2018 04:00;42.6;2.8;7.2;6.1;2027.3;0.1;0.0;0.0;0.2;3.4;14.8
2018-06-18T05:00:00+00:00;18.06.2018 06:00;32.0;7.4;7.8;6.4;4332.3;0.1;0.0;84.7;0.4;9.0;14.6
2018-06-18T08:00:00+00:00;18.06.2018 09:00;59.8;6.5;32.4;9.8;11350.7;0.2;0.0;375.2;0.5;8.6;18.5
2018-06-18T09:00:00+00:00;18.06.2018 10:00;71.7;4.9;13.8;7.4;10909.6;0.1;0.0;412.7;0.4;6.3;19.4
2018-06-18T10:00:00+00:00;18.06.2018 11:00;76.0;4.7;14.1;7.5;11314.7;0.1;0.0;506.8;0.4;5.8;20.0
2018-06-18T13:00:00+00:00;18.06.2018 14:00;90.1;3.4;6.6;5.1;6515.4;0.1;0.0;887.2;0.3;4.1;23.2
2018-06-18T14:00:00+00:00;18.06.2018 15:00;96.4;2.7;7.3;5.4;4766.8;0.1;0.0;882.8;0.2;3.7;23.8
2018-06-19T02:00:00+00:00;19.06.2018 03:00;37.1;2.5;5.6;4.3;2127.1;0.1;0.0;0.0;0.2;3.1;15.4
2018-06-19T07:00:00+00:00;19.06.2018 08:00;27.6;26.8;14.0;7.5;16952.1;0.5;0.0;411.7;2.1;48.2;18.4
2018-06-19T12:00:00+00:00;19.06.2018 13:00;105.2;5.6;10.9;7.5;8137.1;0.2;0.0;948.7;0.4;6.4;25.0
2018-06-19T16:00:00+00:00;19.06.2018 17:00;120.0;7.5;12.3;7.3;9554.8;0.2;0.0;588.5;0.6;8.6;26.4
2018-06-20T02:00:00+00:00;20.06.2018 03:00;33.2;13.8;11.4;8.1;6041.1;0.2;0.0;0.0;0.3;14.5;16.0
2018-06-20T03:00:00+00:00;20.06.2018 04:00;28.5;12.6;14.2;9.5;5585.2;0.2;0.0;0.0;0.3;13.4;15.3
2018-06-20T04:00:00+00:00;20.06.2018 05:00;24.0;10.6;16.5;10.5;5196.0;0.3;0.0;5.8;0.3;11.6;14.9
2018-06-20T05:00:00+00:00;20.06.2018 06:00;25.8;12.0;15.7;11.2;5323.1;0.3;0.0;81.0;0.4;14.2;15.8
2018-06-20T19:00:00+00:00;20.06.2018 20:00;139.3;8.5;12.4;8.3;9928.9;0.3;0.0;89.5;0.6;9.0;27.7
2018-06-20T20:00:00+00:00;20.06.2018 21:00;107.6;9.2;12.9;8.9;8932.7;0.3;0.0;5.8;0.4;9.8;24.2
2018-06-20T23:00:00+00:00;21.06.2018 00:00;90.3;5.5;11.6;8.1;5702.7;0.2;0.0;0.0;0.2;6.1;20.7
2018-06-21T04:00:00+00:00;21.06.2018 05:00;65.3;6.1;10.4;7.8;5180.0;0.2;0.0;5.3;0.3;6.8;17.6
2018-06-21T06:00:00+00:00;21.06.2018 07:00;64.1;12.9;10.5;7.8;15643.7;0.3;0.0;233.3;1.1;15.0;20.6
2018-06-21T10:00:00+00:00;21.06.2018 11:00;105.3;6.7;14.7;9.6;10224.0;0.3;0.0;841.2;0.7;7.6;25.7
2018-06-21T14:00:00+00:00;21.06.2018 15:00;94.8;2.8;9.2;5.1;5449.0;0.1;0.0;657.8;0.2;3.4;27.0
2018-06-21T15:00:00+00:00;21.06.2018 16:00;102.8;3.5;9.8;5.3;5064.6;0.1;0.0;706.7;0.2;4.1;27.3
2018-06-21T19:00:00+00:00;21.06.2018 20:00;68.6;6.0;13.3;6.4;5072.4;0.2;0.0;18.2;0.3;6.7;21.8
2018-06-21T21:00:00+00:00;21.06.2018 22:00;82.5;6.2;9.2;5.3;5774.5;0.2;0.0;0.0;0.3;6.9;20.4
2018-06-22T00:00:00+00:00;22.06.2018 01:00;82.6;5.3;19.5;6.0;7983.5;0.1;0.0;0.0;0.5;5.9;15.3
2018-06-22T01:00:00+00:00;22.06.2018 02:00;76.4;6.5;17.3;6.0;7511.3;0.1;0.0;0.0;0.5;6.9;13.8
2018-06-22T07:00:00+00:00;22.06.2018 08:00;59.4;10.2;13.7;5.8;7476.6;0.2;0.0;431.7;0.6;13.6;12.8
2018-06-22T11:00:00+00:00;22.06.2018 12:00;76.0;4.1;11.1;3.9;24186.5;0.1;0.0;932.8;0.5;5.6;16.9
2018-06-22T16:00:00+00:00;22.06.2018 17:00;92.6;5.0;10.9;4.9;9340.8;0.2;0.0;613.8;0.6;5.9;19.4
2018-06-22T17:00:00+00:00;22.06.2018 18:00;92.0;5.4;10.5;4.8;6021.5;0.1;0.0;428.7;0.6;6.4;18.6
2018-06-22T20:00:00+00:00;22.06.2018 21:00;82.7;6.5;8.5;4.2;4107.5;0.2;0.0;6.2;0.5;6.9;15.7
2018-06-23T05:00:00+00:00;23.06.2018 06:00;29.0;9.7;8.7;5.5;4583.7;0.3;0.0;86.7;0.5;11.8;8.5
2018-06-23T16:00:00+00:00;23.06.2018 17:00;104.8;6.1;10.9;6.0;8827.2;0.2;0.0;600.2;0.8;7.1;20.9
2018-06-23T18:00:00+00:00;23.06.2018 19:00;97.8;5.1;8.9;5.0;11778.5;0.1;0.0;256.2;0.6;5.9;19.9
2018-06-23T20:00:00+00:00;23.06.2018 21:00;95.4;6.5;10.7;6.4;9318.3;0.2;0.0;7.5;0.7;6.9;17.8
2018-06-23T21:00:00+00:00;23.06.2018 22:00;81.1;8.0;11.5;6.9;11148.7;0.4;0.0;0.0;0.8;8.7;16.0
2018-06-24T00:00:00+00:00;24.06.2018 01:00;53.0;15.0;11.2;7.0;9022.8;0.3;0.0;0.0;0.8;15.7;13.2
2018-06-24T01:00:00+00:00;24.06.2018 02:00;45.7;12.1;9.9;6.6;7190.0;0.3;0.0;0.0;0.8;12.8;12.0
2018-06-24T02:00:00+00:00;24.06.2018 03:00;47.6;9.9;8.6;6.2;6030.0;0.2;0.0;0.0;0.8;10.5;11.8
2018-06-24T04:00:00+00:00;24.06.2018 05:00;36.2;15.4;10.1;7.1;6241.0;0.2;0.0;5.0;0.8;16.1;10.8
2018-06-24T10:00:00+00:00;24.06.2018 11:00;61.9;9.7;10.9;7.7;7773.1;0.2;0.0;488.8;1.0;12.8;16.8
2018-06-24T11:00:00+00:00;24.06.2018 12:00;72.2;8.0;10.9;7.5;7246.4;0.2;0.0;732.2;1.1;10.4;18.0
2018-06-24T12:00:00+00:00;24.06.2018 13:00;86.1;5.8;10.3;7.3;9501.1;0.1;0.0;946.3;0.9;7.2;19.4
2018-06-24T13:00:00+00:00;24.06.2018 14:00;91.0;5.1;9.1;6.6;15211.7;0.1;0.0;945.5;0.8;6.2;20.8
2018-06-24T15:00:00+00:00;24.06.2018 16:00;107.3;4.9;9.2;6.3;11400.0;0.1;0.0;716.8;0.8;5.7;21.6
2018-06-24T17:00:00+00:00;24.06.2018 18:00;105.2;5.0;13.2;8.8;11400.9;1.0;0.0;415.0;0.8;5.9;21.3
2018-06-24T19:00:00+00:00;24.06.2018 20:00;101.3;6.9;10.0;7.4;6507.5;0.2;0.0;52.5;0.8;7.5;19.3
2018-06-24T20:00:00+00:00;24.06.2018 21:00;95.6;8.1;10.0;7.4;5717.9;0.3;0.0;3.8;0.7;8.5;18.4
2018-06-25T02:00:00+00:00;25.06.2018 03:00;48.5;9.3;8.3;7.9;4302.7;0.2;0.0;0.0;0.6;9.9;12.9
2018-06-25T04:00:00+00:00;25.06.2018 05:00;40.1;20.4;14.3;12.6;6212.2;0.3;0.0;2.7;1.0;21.2;13.2
2018-06-25T07:00:00+00:00;25.06.2018 08:00;51.8;14.8;14.0;11.8;7483.5;0.3;0.0;349.0;1.5;19.6;14.8
2018-06-25T09:00:00+00:00;25.06.2018 10:00;59.0;20.2;19.9;12.8;9312.6;0.4;0.0;636.7;1.4;28.0;17.8
2018-06-25T10:00:00+00:00;25.06.2018 11:00;73.3;18.4;18.8;13.6;7290.5;0.4;0.0;319.0;1.3;21.8;18.1
2018-06-25T11:00:00+00:00;25.06.2018 12:00;79.9;12.6;15.8;11.9;6013.0;0.3;0.0;584.8;1.2;15.2;19.0
2018-06-25T14:00:00+00:00;25.06.2018 15:00;93.9;7.1;12.2;9.3;5515.5;0.2;0.0;474.2;0.7;8.2;21.2
2018-06-25T16:00:00+00:00;25.06.2018 17:00;90.7;6.9;10.7;7.3;11755.2;0.2;0.0;589.0;0.8;8.2;22.5
2018-06-25T18:00:00+00:00;25.06.2018 19:00;92.3;6.5;8.3;5.2;10746.0;0.2;0.0;249.2;0.7;7.3;21.5
2018-06-25T19:00:00+00:00;25.06.2018 20:00;91.7;7.7;8.3;5.3;10259.7;0.1;0.0;95.2;0.7;8.3;20.5
2018-06-26T01:00:00+00:00;26.06.2018 02:00;49.5;8.2;6.9;5.4;5790.8;0.2;0.0;0.0;0.6;8.6;12.2
2018-06-26T02:00:00+00:00;26.06.2018 03:00;42.5;8.2;7.5;5.4;5573.4;0.2;0.0;0.0;0.5;8.8;11.2
